TT	WAIT_CLASS	EVENT_	SQL_OPNAME	SQL_PLAN_OPERATION	SQL_PLAN_OPTIONS	SQL_ID	CNT
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	bsmtmmh0b0jhc	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	7s655tbnp6rm5	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	9bwrz7f506g49	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	cs9jt4fxg626f	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	5m0ybfzxvqs5k	8
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	57xncj0c4sydh	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	2w9uaymw3bdkf	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	5w237z9tr46ub	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	b1azpzh5q1j14	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	79vs8h39x2hq9	2
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	bh9db2f3g3ayb	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	673vhw0ja10vt	1
17/12/2020 8:35:00	User I/O	direct path write	PL/SQL EXECUTE	EMPTY	EMPTY	bmypn29wt6wfw	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	1sa45tg7dvz3r	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	49m2wj0yg7kdq	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	6h3a6rb2f9vz2	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8tpxwczs7pxnz	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2hqn0uqn2ypjr	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	0rduu09wfqpnx	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	BUFFER	SORT	1tx0s08apznw7	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	9brjvc80w9xcj	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	6manh82u5qfmf	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	dm68vv6q19gx0	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	2jfqzrxhrm93b	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	9zvc158pftppj	13
17/12/2020 8:35:00	System I/O	log file parallel write	EMPTY	EMPTY	EMPTY		92
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	dbnjcht9bctyd	58
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	87fqb40ujauf6	4
17/12/2020 8:35:00	Other	LGWR all worker groups	EMPTY	EMPTY	EMPTY		7
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cmz0b53826d5k	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	69jmxfn75u71d	5
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	4jhx5a6jthwmx	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6kyza6hd7rh6m	1
17/12/2020 8:35:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	9zvc158pftppj	6
17/12/2020 8:35:00	ONCPU	ONCPU	DELETE	DELETE STATEMENT	EMPTY	5ww6upqgn17fy	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	93v8qam1tpykx	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	fvpyypqv17xqf	6
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	PARTITION HASH	SINGLE	6nwu46y99cjm2	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	0zx4b460p3s8r	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	PARTITION HASH	SINGLE	d9kzg6t4w2zz2	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	grh6akxa6xz99	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	4gn8axqbpddy0	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	8yftrfjk2x6x7	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	a9jc82uvmjms8	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	dhnjf7j0ryts0	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	FILTER	EMPTY	fgg0su12atubs	17
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	1pyvzz71xspk9	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	curv9mzc26yr0	3
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	0rduu09wfqpnx	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	PARTITION HASH	ITERATOR	cqrubw5y9w9sn	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	63qusmjwxv2n3	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	53tqwsywxgzm1	20
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	9x2bd1ag1ug53	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	4akfgs9zxp90m	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	bj3au4yvp0y49	3
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	59c0zgmyvndt3	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	fgg0su12atubs	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	2mu2qtsk5ndw7	2
17/12/2020 8:35:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	59c0zgmyvndt3	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7696untsnj32j	5
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	5jquwr0pywn21	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	dm1f6xuzs9ans	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	f0k0maumshf7b	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	f6cwp9c03x9ff	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	b78s49d5krc79	3
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7vz3g9zf47vqf	3
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	5m0ybfzxvqs5k	2
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	g280xds40b3bx	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0rduu09wfqpnx	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	f4u4s8d5kuk56	3
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	70du1qg77zv7j	1
17/12/2020 8:35:00	Concurrency	cursor: pin S	SELECT	EMPTY	EMPTY	cf6s09j9wh7jm	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	a4w8xm6yxkquw	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2s1cthqrcyqm5	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cntkdagc49uva	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	7tjz9tan1b8dd	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	76gjkcz0z1tts	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	fsujchw3ruqy8	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	0m0nusa57sftq	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	6z5z6m9ydtrd4	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1gxg5j8k0ukq4	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	aqr0c161z3tsn	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	PARTITION HASH	ITERATOR	829s6jwww4vqv	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	13atuujh82vg2	1
17/12/2020 8:35:00	User I/O	direct path write temp	PL/SQL EXECUTE	EMPTY	EMPTY	bta8m6hwx8u80	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	d7mpvb1nr0bmb	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	cgygh3k21vvht	45
17/12/2020 8:35:00	User I/O	db file sequential read	SELECT	FOR UPDATE	EMPTY	d44mr6xk59667	6
17/12/2020 8:35:00	ONCPU	ONCPU	DELETE	TABLE ACCESS	BY INDEX ROWID	64p10d4t8hhsj	10
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	1wbzcwhsjh2vq	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	f4773f7pfhvzk	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	3pgwxcuv6yps3	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	INDEX	RANGE SCAN	bb46rzh6jfqxa	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	d44mr6xk59667	2
17/12/2020 8:35:00	User I/O	db file sequential read	UPDATE	UPDATE	EMPTY	0cxa8c4b8qhhf	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1pyvzz71xspk9	8
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	cnzmrx9mdrqxz	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	aw3kh5r15pnmq	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	a1mq1xxq4jqfx	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	52npjpgjadu5c	2
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	gjksqannphdps	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	81zcuk2brvqfr	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	agw7swg3stcta	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	1kc71ckqh7y80	9
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	1kc71ckqh7y80	4
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	a828qc5am3q74	2
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	6fdswu6hkn9vn	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	fszhkgu4yhz5h	1
17/12/2020 8:35:00	Other	LGWR any worker group	EMPTY	EMPTY	EMPTY		47
17/12/2020 8:35:00	ONCPU	ONCPU	EMPTY	EMPTY	EMPTY		43
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	fgg0su12atubs	12
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2k9r6p6fdq6n4	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	d9kzg6t4w2zz2	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	fwnwyty72dvtd	1
17/12/2020 8:35:00	System I/O	db file parallel write	EMPTY	EMPTY	EMPTY		28
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	673vhw0ja10vt	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	FOR UPDATE	EMPTY	d44mr6xk59667	4
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	dtadjn3m96gbj	3
17/12/2020 8:35:00	Application	enq: TX - row lock contention	SELECT	FOR UPDATE	EMPTY	37mw4zb4ymwrj	5
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6kwaqy1smwdhk	2
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	b7szd1xxc5agn	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SORT	ORDER BY	2k9r6p6fdq6n4	4
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	94d0xp8nc5y74	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0wwjgqry2xbqx	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	c9dvbc0r6f2yw	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2jfqzrxhrm93b	2
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	4dpyap7tn2mkz	3
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	1kc71ckqh7y80	5
17/12/2020 8:35:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	cg1j28mh9sn83	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	06tmp2qf1cx9n	1
17/12/2020 8:35:00	User I/O	direct path write temp	PL/SQL EXECUTE	EMPTY	EMPTY	fa53f27x2fxkm	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	46b9srvyg5k8d	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	d0vfadzdv5q7r	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	80x39vjbgfhmc	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	49c5gqpms4mxd	1
17/12/2020 8:35:00	Concurrency	cursor: pin S	SELECT	EMPTY	EMPTY	d44mr6xk59667	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	5gufyu02c0aph	1
17/12/2020 8:35:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	d376g7b9pphkt	1
17/12/2020 8:35:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	6z5z6m9ydtrd4	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	ar6ssqtaynm4h	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	96xp7z81pjydp	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	2k9r6p6fdq6n4	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	cdprwm9dxwvcx	394
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	b4bd37j1wq53g	5
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	1rmkpa642gu15	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	brskn9qd4rau3	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SEQUENCE	EMPTY	cf6s09j9wh7jm	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	g1npwx5ur2m59	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	6kwaqy1smwdhk	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	9nhy67k40bxpp	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	933nbq2fq4d5b	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	9crakgmnnpj46	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	f4773f7pfhvzk	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	1ghpa1dc731gx	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	6nwu46y99cjm2	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	fv4x5k3bncdx7	7
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	CLUSTER	2jfqzrxhrm93b	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SORT	ORDER BY	dfp2v1af2f279	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	cqrubw5y9w9sn	2
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	52ddfuvbtac60	1
17/12/2020 8:35:00	ONCPU	ONCPU	DELETE	INDEX	RANGE SCAN	64p10d4t8hhsj	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	g9ugqnrhhpd0b	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	HASH	GROUP BY	6kvc5haumzw1h	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	4
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7jr7rvy88bah9	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	dawxa1659qbc6	1
17/12/2020 8:35:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	94mvp9u9mzwmc	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	brcmbf364gfcj	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	CONNECT BY	WITH FILTERING	0kt0ugxbz20uz	1
17/12/2020 8:35:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	dtzr1mvqc9mr5	1
17/12/2020 8:35:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	gy6vfh39p97b5	1
17/12/2020 8:35:00	User I/O	db file sequential read	UPDATE	UPDATE	EMPTY	ap03vcpy3y80m	1
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	fszhkgu4yhz5h	3
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	79vs8h39x2hq9	2
17/12/2020 8:36:00	User I/O	db file sequential read	PL/SQL EXECUTE	EMPTY	EMPTY	bmypn29wt6wfw	3
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1pubz23utax0w	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN DESCENDING	fvpyypqv17xqf	1
17/12/2020 8:36:00	ONCPU	ONCPU	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	5t6jwshgx56hx	3
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8p2rtc46b0spg	1
17/12/2020 8:36:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	2w9uaymw3bdkf	1
17/12/2020 8:36:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	3gx794631fv42	1
17/12/2020 8:36:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	gy6vfh39p97b5	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	by100nmaj1wgk	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	2s1cthqrcyqm5	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	8t4sfbs60dnjf	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	72wmjak6zqgsb	1
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8r369x3227w89	14
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	cgygh3k21vvht	53
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	9ac7scq121506	9
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	cqrubw5y9w9sn	2
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	FIXED TABLE	FIXED INDEX	2c7sjjgkynchm	1
17/12/2020 8:36:00	User I/O	flashback log file sync	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	1
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	bj3au4yvp0y49	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	c9dvbc0r6f2yw	5
17/12/2020 8:36:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	g280xds40b3bx	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	c5x2bt5kqsqrw	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	9pxb4vsawh8d9	1
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	1
17/12/2020 8:36:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	aqr0c161z3tsn	3
17/12/2020 8:36:00	User I/O	db file sequential read	SELECT	FOR UPDATE	EMPTY	d44mr6xk59667	4
17/12/2020 8:36:00	ONCPU	ONCPU	DELETE	INDEX	RANGE SCAN	64p10d4t8hhsj	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	7wbqn82451nxq	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	90g282k7yk2h0	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	41ja4hrvm4g2w	1
17/12/2020 8:36:00	Concurrency	library cache: mutex X	SELECT	SEQUENCE	EMPTY	cf6s09j9wh7jm	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	9k7ugcsxztbnt	3
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2jfqzrxhrm93b	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	a6bvrra2uwwzm	2
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	1pyvzz71xspk9	4
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	0m0nusa57sftq	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	52ddfuvbtac60	3
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	abb8t7m6x6mb0	1
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	dtadjn3m96gbj	3
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	by100nmaj1wgk	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	32fuvanmgh7xf	1
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	cyt285qs29h4u	1
17/12/2020 8:36:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	9s152n4n2rb4q	1
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	agw7swg3stcta	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	HASH JOIN	RIGHT OUTER	fgg0su12atubs	2
17/12/2020 8:36:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	aw3kh5r15pnmq	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	69jmxfn75u71d	3
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	49m2wj0yg7kdq	1
17/12/2020 8:36:00	User I/O	db file sequential read	DELETE	DELETE	EMPTY	5ww6upqgn17fy	1
17/12/2020 8:36:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	1yfdvar9mtyvj	4
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	2jfqzrxhrm93b	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1gw71gcm4jhq3	1
17/12/2020 8:36:00	Concurrency	library cache: mutex X	PL/SQL EXECUTE	EMPTY	EMPTY	a828qc5am3q74	1
17/12/2020 8:36:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	d44mr6xk59667	1
